symbol,timestamp,source,data_type,bid,ask,price,volume,spread_raw,spread_table,volatility,market_sentiment,trading_activity
BP,1736084031747,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.84,6979616.0,-1.0,-1.0,0.674,-0.127,50.94
COP,1736084033296,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.91,1951803.0,-1.0,-1.0,0.345,0.558,3.35
SHEL,1736084035319,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,62.89,6890810.0,-1.0,-1.0,1.314,0.718,90.39
SHEL,1736084041861,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,62.89,6843980.0,-1.0,-1.0,1.315,0.756,87.1
COP,1736084042605,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.33,1962076.0,-1.0,-1.0,0.347,0.62,4.84
SHEL,1736084045062,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,62.68,7174105.0,-1.0,-1.0,1.303,0.657,89.13
XOM,1736084051487,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.68,14724062.0,-1.0,-1.0,1.155,-1.0,67.98
BP,1736084057493,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.89,7412561.0,-1.0,-1.0,0.675,-0.241,46.58
BP,1736084057652,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.87,7238179.0,-1.0,-1.0,0.665,-0.282,45.36
SHEL,1736084060559,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,62.59,6682230.0,-1.0,-1.0,1.328,0.724,92.6
XOM,1736084065230,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.82,14288560.0,-1.0,-1.0,1.149,-1.0,67.63
COP,1736084065700,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.21,1999824.0,-1.0,-1.0,0.34,0.537,0.0
SHEL,1736084067698,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,62.73,6903871.0,-1.0,-1.0,1.344,0.691,93.94
SHEL,1736084071379,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.04,6637654.0,-1.0,-1.0,1.32,0.741,92.65
COP,1736084071969,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.19,1975296.0,-1.0,-1.0,0.331,0.582,4.06
BP,1736084073571,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.88,8608455.0,-1.0,-1.0,0.674,-0.261,53.58
COP,1736084076015,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.77,1999056.0,-1.0,-1.0,0.332,0.551,7.33
SHEL,1736084081744,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.17,6846602.0,-1.0,-1.0,1.318,0.818,97.11
SHEL,1736084083253,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.31,6522637.0,-1.0,-1.0,1.323,0.833,98.53
COP,1736084084010,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.96,1925053.0,-1.0,-1.0,0.334,0.52,6.15
BP,1736084085420,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.5,8101233.0,-1.0,-1.0,0.655,-0.134,48.68
SHEL,1736084089543,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.36,6690009.0,-1.0,-1.0,1.324,0.889,100.0
SHEL,1736084091494,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.67,6357307.0,-1.0,-1.0,1.314,0.943,97.95
XOM,1736084091661,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.76,13871361.0,-1.0,-1.0,1.194,-0.876,54.89
BP,1736084094080,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.33,7833635.0,-1.0,-1.0,0.675,-0.254,43.83
SHEL,1736084096450,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.24,6635303.0,-1.0,-1.0,1.332,1.0,96.64
COP,1736084096807,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.3,1786628.0,-1.0,-1.0,0.351,0.459,21.28
COP,1736084097348,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.24,1745980.0,-1.0,-1.0,0.351,0.428,22.36
XOM,1736084103182,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.96,14371260.0,-1.0,-1.0,1.171,-0.832,59.43
COP,1736084104608,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,103.25,1806666.0,-1.0,-1.0,0.345,0.558,13.96
SHEL,1736084105052,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.06,6455038.0,-1.0,-1.0,1.316,0.96,99.69
COP,1736084109392,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.85,1679123.0,-1.0,-1.0,0.346,0.567,7.29
BP,1736084126451,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.53,8353842.0,-1.0,-1.0,0.697,-0.268,47.35
XOM,1736084128158,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,112.06,13150239.0,-1.0,-1.0,1.168,-0.842,64.86
SHEL,1736084129591,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.6,6961131.0,-1.0,-1.0,1.357,0.821,100.0
XOM,1736084136987,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.63,13952982.0,-1.0,-1.0,1.174,-0.823,63.17
XOM,1736084139795,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.45,13799638.0,-1.0,-1.0,1.159,-0.689,65.41
XOM,1736084141354,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.41,14332269.0,-1.0,-1.0,1.175,-0.696,68.68
COP,1736084150666,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.47,1748759.0,-1.0,-1.0,0.35,0.377,14.95
SHEL,1736084155255,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.04,6862012.0,-1.0,-1.0,1.424,0.886,97.56
COP,1736084158217,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.91,1820540.0,-1.0,-1.0,0.349,0.281,17.54
XOM,1736084161798,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.49,14495544.0,-1.0,-1.0,1.179,-0.754,72.67
SHEL,1736084171418,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.84,6989877.0,-1.0,-1.0,1.479,0.861,89.2
XOM,1736084178680,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.37,14308146.0,-1.0,-1.0,1.168,-0.568,81.84
XOM,1736084180414,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.55,13801275.0,-1.0,-1.0,1.187,-0.47,84.31
XOM,1736084183046,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.96,13621747.0,-1.0,-1.0,1.183,-0.498,83.99
SHEL,1736084184301,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,63.97,6696726.0,-1.0,-1.0,1.517,0.901,90.52
COP,1736084184448,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.44,1727506.0,-1.0,-1.0,0.33,0.174,26.35
COP,1736084184557,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.93,1692306.0,-1.0,-1.0,0.335,0.094,23.44
BP,1736084185475,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.53,8160265.0,-1.0,-1.0,0.721,0.006,60.68
BP,1736084186343,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.57,8517755.0,-1.0,-1.0,0.713,-0.035,59.32
SHEL,1736084190648,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.29,6663949.0,-1.0,-1.0,1.506,0.722,89.65
BP,1736084196040,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.54,8536276.0,-1.0,-1.0,0.723,0.039,63.39
BP,1736084197524,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.42,8500339.0,-1.0,-1.0,0.732,0.134,65.82
XOM,1736084200360,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.11,14211193.0,-1.0,-1.0,1.165,-0.654,81.46
XOM,1736084203450,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.96,13911201.0,-1.0,-1.0,1.134,-0.545,81.89
BP,1736084204884,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.42,8625247.0,-1.0,-1.0,0.727,0.06,63.33
SHEL,1736084208474,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.37,6385845.0,-1.0,-1.0,1.496,0.591,80.33
SHEL,1736084219929,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.16,6322463.0,-1.0,-1.0,1.515,0.679,78.07
XOM,1736084220308,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.47,13725270.0,-1.0,-1.0,1.164,-0.593,94.69
COP,1736084223314,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.77,1574139.0,-1.0,-1.0,0.333,-0.203,9.87
XOM,1736084227573,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.14,14430139.0,-1.0,-1.0,1.114,-0.59,99.26
XOM,1736084234738,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.73,14071805.0,-1.0,-1.0,1.102,-0.604,99.51
XOM,1736084236117,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,112.16,13555863.0,-1.0,-1.0,1.123,-0.609,100.0
SHEL,1736084241645,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.18,5808737.0,-1.0,-1.0,1.49,0.62,82.9
XOM,1736084245380,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.98,12812821.0,-1.0,-1.0,1.103,-0.725,100.0
SHEL,1736084247411,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.11,5861984.0,-1.0,-1.0,1.463,0.608,83.16
COP,1736084249071,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.57,1760832.0,-1.0,-1.0,0.331,-0.3,0.0
BP,1736084249637,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.25,9058686.0,-1.0,-1.0,0.768,-0.024,58.47
BP,1736084255925,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.31,8876273.0,-1.0,-1.0,0.776,-0.053,60.29
COP,1736084262725,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.77,1671992.0,-1.0,-1.0,0.325,-0.374,6.47
XOM,1736084264331,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.95,13524402.0,-1.0,-1.0,1.121,-0.522,95.25
BP,1736084271346,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.35,10515738.0,-1.0,-1.0,0.792,-0.353,61.12
BP,1736084273342,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.29,10528708.0,-1.0,-1.0,0.778,-0.373,65.15
COP,1736084274835,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.05,1629970.0,-1.0,-1.0,0.334,-0.357,8.05
COP,1736084277674,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.22,1660328.0,-1.0,-1.0,0.328,-0.404,2.61
XOM,1736084279529,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.35,13389914.0,-1.0,-1.0,1.093,-0.74,89.35
SHEL,1736084282747,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.69,6022893.0,-1.0,-1.0,1.45,0.915,80.32
COP,1736084284411,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.82,1735074.0,-1.0,-1.0,0.327,-0.453,5.48
COP,1736084285064,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.58,1728494.0,-1.0,-1.0,0.326,-0.544,9.79
COP,1736084285286,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.9,1674457.0,-1.0,-1.0,0.319,-0.593,14.14
COP,1736084287245,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.74,1625301.0,-1.0,-1.0,0.326,-0.673,15.52
COP,1736084288750,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.72,1673539.0,-1.0,-1.0,0.327,-0.654,18.5
COP,1736084290564,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.66,1727835.0,-1.0,-1.0,0.33,-0.667,14.42
SHEL,1736084294182,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.88,5858927.0,-1.0,-1.0,1.445,1.0,79.43
SHEL,1736084301400,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.72,5731071.0,-1.0,-1.0,1.436,1.0,91.01
COP,1736084303816,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.07,1697338.0,-1.0,-1.0,0.329,-0.656,17.67
BP,1736084305555,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.4,9492535.0,-1.0,-1.0,0.766,-0.484,66.8
XOM,1736084305972,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.96,14679936.0,-1.0,-1.0,1.1,-0.937,91.56
BP,1736084306383,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.27,9806427.0,-1.0,-1.0,0.752,-0.402,71.56
SHEL,1736084312398,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.71,5858455.0,-1.0,-1.0,1.443,1.0,86.23
COP,1736084317987,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.23,1726863.0,-1.0,-1.0,0.325,-0.571,8.33
BP,1736084325522,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.24,9209921.0,-1.0,-1.0,0.711,-0.478,81.75
XOM,1736084325683,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.82,14934425.0,-1.0,-1.0,1.103,-0.84,82.04
COP,1736084327125,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.84,1566512.0,-1.0,-1.0,0.331,-0.535,4.3
COP,1736084331678,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.81,1535442.0,-1.0,-1.0,0.333,-0.438,2.36
COP,1736084335987,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.75,1421902.0,-1.0,-1.0,0.337,-0.486,0.32
BP,1736084344583,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.25,8386168.0,-1.0,-1.0,0.715,-0.411,87.86
BP,1736084348944,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.27,8893011.0,-1.0,-1.0,0.702,-0.328,82.15
SHEL,1736084352437,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.41,5004467.0,-1.0,-1.0,1.486,0.712,100.0
BP,1736084358134,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.38,8867420.0,-1.0,-1.0,0.707,-0.337,81.41
COP,1736084363500,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.51,1372347.0,-1.0,-1.0,0.347,-0.429,20.31
SHEL,1736084368904,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.75,4916431.0,-1.0,-1.0,1.54,0.591,95.45
XOM,1736084370720,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.47,13168756.0,-1.0,-1.0,1.09,-0.715,77.07
SHEL,1736084375501,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.77,5062884.0,-1.0,-1.0,1.553,0.685,96.0
BP,1736084377005,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.51,8977410.0,-1.0,-1.0,0.68,-0.407,81.51
SHEL,1736084380261,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.75,5149075.0,-1.0,-1.0,1.563,0.705,95.06
BP,1736084384574,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.46,9647912.0,-1.0,-1.0,0.684,-0.42,84.35
XOM,1736084386493,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,111.25,14471314.0,-1.0,-1.0,1.078,-0.611,81.24
COP,1736084391402,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,102.59,1435677.0,-1.0,-1.0,0.334,-0.213,25.12
BP,1736084393237,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.67,10236272.0,-1.0,-1.0,0.688,-0.308,89.32
SHEL,1736084397373,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.54,5491970.0,-1.0,-1.0,1.538,0.669,95.88
BP,1736084404127,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.58,10487864.0,-1.0,-1.0,0.669,-0.252,84.33
XOM,1736084409462,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,110.56,17166090.0,-1.0,-1.0,1.125,-0.702,86.03
SHEL,1736084415413,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.4,5121854.0,-1.0,-1.0,1.148,0.127,37.92
BP,1736084416768,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.43,6585791.0,-1.0,-1.0,0.262,0.003,57.9
XOM,1736084417525,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.93,12982940.0,-1.0,-1.0,0.857,0.629,57.51
BP,1736084420399,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.43,6662772.0,-1.0,-1.0,0.263,0.123,62.51
XOM,1736084421075,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,108.04,13283505.0,-1.0,-1.0,0.85,0.699,52.86
BP,1736084422896,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.41,6968006.0,-1.0,-1.0,0.266,0.214,60.7
BP,1736084424574,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.51,6699570.0,-1.0,-1.0,0.269,0.256,60.4
BP,1736084426636,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.56,6819670.0,-1.0,-1.0,0.267,0.378,61.53
XOM,1736084429753,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,107.09,14903062.0,-1.0,-1.0,0.823,0.877,46.02
SHEL,1736084431570,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.0,4883332.0,-1.0,-1.0,1.186,-0.055,37.51
BP,1736084432879,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.37,6568761.0,-1.0,-1.0,0.266,0.45,53.24
COP,1736084436254,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.11,3439366.0,-1.0,-1.0,0.567,0.432,8.95
XOM,1736084440103,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,106.69,15511301.0,-1.0,-1.0,0.821,0.867,42.46
BP,1736084440711,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.18,6523013.0,-1.0,-1.0,0.263,0.649,47.17
COP,1736084446087,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.7,3371622.0,-1.0,-1.0,0.562,0.393,6.42
XOM,1736084448135,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,106.62,16017903.0,-1.0,-1.0,0.839,1.0,41.96
XOM,1736084449205,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,106.17,16181187.0,-1.0,-1.0,0.842,0.926,42.03
XOM,1736084450992,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,106.61,15835601.0,-1.0,-1.0,0.834,0.898,43.22
SHEL,1736084455705,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.1,4916910.0,-1.0,-1.0,1.173,-0.14,34.58
BP,1736084457283,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.26,6694466.0,-1.0,-1.0,0.257,0.683,62.46
BP,1736084458606,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.15,6952414.0,-1.0,-1.0,0.256,0.741,58.71
BP,1736084470942,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.96,6871626.0,-1.0,-1.0,0.249,0.663,58.32
SHEL,1736084475599,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.29,5302305.0,-1.0,-1.0,1.164,-0.042,33.64
BP,1736084477657,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.92,7248499.0,-1.0,-1.0,0.252,0.673,57.59
XOM,1736084479899,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,105.93,13648486.0,-1.0,-1.0,0.863,0.895,34.71
BP,1736084495646,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.81,7137863.0,-1.0,-1.0,0.252,0.685,54.31
SHEL,1736084499121,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.1,5512926.0,-1.0,-1.0,1.168,-0.065,28.33
SHEL,1736084502470,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.26,5750887.0,-1.0,-1.0,1.187,-0.0,27.46
COP,1736084502872,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.26,3363865.0,-1.0,-1.0,0.592,0.472,21.25
BP,1736084507214,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.91,8045895.0,-1.0,-1.0,0.256,0.554,48.75
BP,1736084507740,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.06,8267027.0,-1.0,-1.0,0.258,0.648,51.94
XOM,1736084512003,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,105.54,11525518.0,-1.0,-1.0,0.868,0.967,34.56
SHEL,1736084512542,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.55,5981201.0,-1.0,-1.0,1.171,-0.056,26.76
COP,1736084514185,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.06,3515564.0,-1.0,-1.0,0.574,0.409,26.21
SHEL,1736084518629,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.78,6479062.0,-1.0,-1.0,1.178,0.021,38.47
COP,1736084524801,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.23,3480762.0,-1.0,-1.0,0.573,0.325,13.83
XOM,1736084529857,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,105.41,10715575.0,-1.0,-1.0,0.884,0.903,32.49
COP,1736084531556,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.86,3689092.0,-1.0,-1.0,0.563,0.302,7.73
XOM,1736084532884,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,104.85,10657777.0,-1.0,-1.0,0.865,1.0,33.1
COP,1736084537955,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,101.33,3636594.0,-1.0,-1.0,0.559,0.401,8.25
COP,1736084539178,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.91,3741887.0,-1.0,-1.0,0.555,0.319,0.0
BP,1736084540450,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.89,7838151.0,-1.0,-1.0,0.261,0.523,44.48
BP,1736084544470,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.69,7225207.0,-1.0,-1.0,0.258,0.449,45.35
BP,1736084550042,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.62,7360255.0,-1.0,-1.0,0.256,0.496,48.12
XOM,1736084556790,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,105.34,11381776.0,-1.0,-1.0,0.831,0.846,30.79
SHEL,1736084559533,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.59,6441765.0,-1.0,-1.0,1.15,-0.1,40.23
XOM,1736084562255,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,105.36,11652065.0,-1.0,-1.0,0.833,0.874,33.79
BP,1736084565304,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.72,7621214.0,-1.0,-1.0,0.24,0.537,51.22
XOM,1736084570397,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,105.9,11911640.0,-1.0,-1.0,0.847,0.798,32.58
COP,1736084572605,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.65,3460583.0,-1.0,-1.0,0.551,0.127,7.67
COP,1736084575286,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.2,3457479.0,-1.0,-1.0,0.561,0.04,6.54
COP,1736084577113,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,99.99,3393953.0,-1.0,-1.0,0.564,0.176,3.52
COP,1736084577890,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.41,3457051.0,-1.0,-1.0,0.569,0.252,6.57
COP,1736084584137,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.82,3228342.0,-1.0,-1.0,0.565,0.275,1.46
BP,1736084586018,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,29.86,7376656.0,-1.0,-1.0,0.232,0.661,63.39
COP,1736084586705,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.81,3176129.0,-1.0,-1.0,0.569,0.271,5.09
BP,1736084588368,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.01,7198778.0,-1.0,-1.0,0.235,0.707,65.17
SHEL,1736084588581,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.63,6251327.0,-1.0,-1.0,1.162,-0.193,46.77
SHEL,1736084590443,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.32,6072401.0,-1.0,-1.0,1.183,-0.268,46.68
SHEL,1736084597584,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.16,6016914.0,-1.0,-1.0,1.152,-0.22,54.08
SHEL,1736084600853,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,64.89,6191150.0,-1.0,-1.0,1.173,-0.21,50.57
SHEL,1736084602207,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.21,6038860.0,-1.0,-1.0,1.162,-0.161,52.01
XOM,1736084603171,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,105.77,11617237.0,-1.0,-1.0,0.831,0.639,32.4
BP,1736084605222,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.11,6233708.0,-1.0,-1.0,0.24,0.503,68.05
BP,1736084609917,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.16,5798828.0,-1.0,-1.0,0.238,0.531,71.28
COP,1736084610049,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.68,3118428.0,-1.0,-1.0,0.586,0.031,0.0
COP,1736084613205,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.31,3251536.0,-1.0,-1.0,0.575,-0.064,0.0
COP,1736084617535,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.04,3161663.0,-1.0,-1.0,0.553,-0.088,1.31
BP,1736084621492,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.39,5940775.0,-1.0,-1.0,0.237,0.366,81.46
SHEL,1736084627388,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.46,5490248.0,-1.0,-1.0,1.17,-0.175,54.46
COP,1736084630104,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.24,3272365.0,-1.0,-1.0,0.557,-0.147,8.94
BP,1736084631807,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.37,6175377.0,-1.0,-1.0,0.241,0.312,83.22
COP,1736084633727,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.67,3298733.0,-1.0,-1.0,0.565,-0.077,7.87
COP,1736084636000,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.45,3362134.0,-1.0,-1.0,0.56,-0.012,3.16
BP,1736084637269,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,30.06,6534684.0,-1.0,-1.0,0.234,0.48,91.57
SHEL,1736084637661,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.82,5851197.0,-1.0,-1.0,1.205,-0.157,59.35
SHEL,1736084640290,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,65.71,5934001.0,-1.0,-1.0,1.212,-0.223,64.29
SHEL,1736084649922,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.14,5694460.0,-1.0,-1.0,1.27,-0.222,71.08
XOM,1736084652875,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,105.85,12309619.0,-1.0,-1.0,0.842,0.624,40.7
SHEL,1736084654214,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,66.44,5805700.0,-1.0,-1.0,1.281,-0.136,68.2
COP,1736084672172,YLIFE_FEED,MARKET_DATA,-1.0,-1.0,100.73,3316952.0,-1.0,-1.0,0.577,-0.093,0.21
